date,maxtempm,mintempm,avgtempm,avgtempm_1,avgtempm_2,meanhdd_3,meanhdd_1,meanhdd_2,meancdd_1,meancdd_2,meancdd_3,minPrecipitationWaterEquiv,maxPrecipitationWaterEquiv,meanPrecipitationWaterEquiv,minSnowfall,maxSnowfall,meanSnowfall,Snow/IceDepth_1,Snow/IceDepth_2,Snow/IceDepth_3,mindewpt,maxdewpt,meandewpt,minpressure,maxpressure,meanpressure,minhumidity,maxhumidity,meanhumidity,Waterlevel_1,Waterlevel_2,Waterlevel_3,minWaterlevel_1,minWaterlevel_2,minWaterlevel_3,maxWaterlevel_1,maxWaterlevel_2,maxWaterlevel_3,Waterlevel
09/01/10,67,58,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,1015,1020,1018.13,22,100,100,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
09/02/10,66,58,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,15,12,1012,1019,1016.37,28,100,100,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
09/03/10,66,57,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,6,14,11,1013,1018,1015.55,23,100,100,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
09/04/10,74,56,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,13,1014,1020,1017.23,37,94,94,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
09/05/10,71,59,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,11,1017,1022,1019.45,39,77,77,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
09/06/10,73,62,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,11,15,13,1015,1021,1018.25,41,88,88,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
09/07/10,69,63,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12,17,14,1010,1017,1014.35,39,94,94,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
09/08/10,68,62,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,13,1011,1016,1013.88,30,94,94,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
09/09/10,71,61,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-5,8,3,1014,1020,1016.72,12,72,72,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
09/10/10,70,60,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,2,1014,1020,1017.09,10,71,71,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
09/11/10,64,57,60.5,60.5,60.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,1012,1018,1015.66,17,67,67,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
09/12/10,65,57,61,61,61,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-3,8,2,1014,1019,1016.67,10,76,76,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
9/13/2010,68,58,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-3,8,2,1012,1020,1016.79,11,67,67,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
9/14/2010,73,59,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,5,2,1014,1019,1016.82,13,62,62,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
9/15/2010,68,57,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,1017,1023,1019.89,21,64,64,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
9/16/2010,66,56,61,61,61,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,5,1019,1025,1022.08,10,72,72,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
9/17/2010,69,57,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-4,8,2,1019,1025,1022.65,8,76,76,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
9/18/2010,68,59,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,-3,9,3,1018,1025,1022,6,63,63,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
9/19/2010,70,57,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,-1,8,4,1015,1022,1019.68,8,67,67,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
9/20/2010,69,60,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,-2,9,5,1015,1021,1018.52,7,59,59,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
9/21/2010,68,61,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,1014,1021,1018.47,12,72,72,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
9/22/2010,70,61,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,3,13,8,1010,1019,1015.39,9,64,64,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
9/23/2010,74,57,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,3,9,6,1003,1011,1008.35,14,49,49,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
9/24/2010,77,61,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,-8,7,0,1006,1012,1009.08,6,59,59,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
9/25/2010,84,63,73.5,73.5,73.5,0,0,0,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,-14,6,-3,1010,1015,1013,4,51,51,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
9/26/2010,87,63,75,75,75,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,-9,5,-3,1013,1018,1016.02,4,48,48,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
9/27/2010,105,70,87.5,87.5,87.5,0,0,0,22.5,22.5,22.5,0,0,0,0,0,0,0,0,0,-94,6,-4,1015,1021,1018.61,4,54,54,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
9/28/2010,94,72,83,83,83,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,-8,8,-1,1011,1020,1016.19,4,41,41,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
9/29/2010,82,68,75,75,75,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,-9,8,0,1011,1017,1014.3,6,51,51,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
9/30/2010,81,64,72.5,72.5,72.5,0,0,0,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,-3,6,1,1011,1018,1015.17,6,44,44,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
10/01/10,76,66,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,7,3,1009,1018,1014.47,6,40,40,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
10/02/10,80,64,72,72,72,0,0,0,7,7,7,0.0001,0.0001,0.0001,0,0,0,0,0,0,3,12,7,1009,1016,1013.08,11,49,49,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
10/03/10,71,63,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,9,15,12,1009,1016,1012.37,20,73,73,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
10/04/10,64,59,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,1,12,5,1008,1014,1011.48,12,60,60,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
10/05/10,66,59,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0.07,0.07,0.07,0,0,0,0,0,0,-3,10,3,1008,1014,1011.09,9,59,59,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
10/06/10,66,59,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0.62,0.62,0.62,0,0,0,0,0,0,-3,14,2,1009,1015,1012.21,8,71,71,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
10/07/10,69,60,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,-5,6,1,1007,1015,1011.73,5,59,59,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
10/08/10,72,56,64,64,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,6,2,1005,1013,1009.62,6,42,42,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
10/09/10,76,59,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,2,12,6,1004,1011,1008.61,16,46,46,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
10/10/10,79,61,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,6,14,10,1005,1011,1008.17,18,68,68,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
10/11/10,81,63,72,72,72,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,10,16,14,1004,1010,1007.59,49,100,100,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
10/12/10,71,63,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,-6,14,5,1007,1018,1010.51,7,100,100,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
10/13/2010,68,61,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,-8,7,-1,1011,1017,1014.68,5,59,59,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
10/14/2010,69,62,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,-4,5,2,1012,1018,1015.33,8,55,55,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
10/15/2010,66,63,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,-3,6,2,1014,1019,1016.87,7,45,45,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
10/16/2010,65,62,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,-2,8,3,1012,1018,1015.54,12,51,51,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
10/17/2010,64,60,62,62,62,3,3,3,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,-4,7,2,1008,1015,1012.77,5,45,45,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
10/18/2010,67,62,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,1,12,6,1008,1015,1011.91,11,59,59,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
10/19/2010,69,62,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0.12,0.12,0.12,0,0,0,0,0,0,5,14,8,1006,1015,1011.43,17,64,64,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
10/20/2010,66,61,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,8,15,13,1009,1015,1012.86,18,78,78,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
10/21/2010,66,62,64,64,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,16,7,1010,1017,1014.3,6,73,73,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
10/22/2010,67,61,64,64,64,1,1,1,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,12,5,1010,1017,1014.59,6,56,56,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
10/23/2010,68,60,64,64,64,1,1,1,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,2,14,6,1001,1016,1012.67,6,46,46,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
10/24/2010,68,58,63,63,63,2,2,2,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,2,12,6,1006,1014,1011.32,5,34,34,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
10/25/2010,75,62,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0.08,0.08,0.08,0,0,0,0,0,0,5,14,8,1007,1014,1011.47,10,44,44,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
10/26/2010,70,57,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,1007,1015,1012.21,6,41,41,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
10/27/2010,84,55,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,5,11,7,1008,1017,1013.49,7,44,44,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
10/28/2010,83,60,71.5,71.5,71.5,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,2,13,7,1007,1015,1012.53,5,43,43,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
10/29/2010,78,57,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,-2,13,5,1006,1015,1011.57,4,47,47,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
10/30/2010,66,58,62,62,62,3,3,3,0,0,0,0.36,0.36,0.36,0,0,0,0,0,0,-8,11,3,1005,1013,1010.11,4,34,34,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
10/31/2010,66,54,60,60,60,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-7,15,2,1005,1013,1009.89,4,47,47,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
11/01/10,77,56,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,-4,6,1,1006,1014,1010.86,5,29,29,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
11/02/10,89,59,74,74,74,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,-2,10,1,1004,1012,1008.64,4,22,22,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
11/03/10,98,65,81.5,81.5,81.5,0,0,0,16.5,16.5,16.5,0,0,0,0,0,0,0,0,0,-2,14,4,1003,1010,1007.05,4,27,27,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
11/04/10,96,69,82.5,82.5,82.5,0,0,0,17.5,17.5,17.5,0,0,0,0,0,0,0,0,0,3,11,6,1002,1011,1007.27,6,34,34,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
11/05/10,87,65,76,76,76,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,6,12,8,1003,1011,1008.05,9,34,34,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
11/06/10,70,62,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,12,7,999,1018,1005.82,8,36,36,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
11/07/10,67,58,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,-3,15,6,1001,1008,1005.19,5,45,45,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
11/08/10,69,57,63,63,63,2,2,2,0,0,0,0.31,0.31,0.31,0,0,0,0,0,0,-15,6,-8,1005,1012,1009.31,4,28,28,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
11/09/10,67,49,58,58,58,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-18,1,-10,1008,1015,1012.43,4,15,15,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
11/10/10,64,50,57,57,57,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,-8,1009,1016,1013.15,4,19,19,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
11/11/10,77,50,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,-8,6,-5,1007,1015,1011.8,4,21,21,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
11/12/10,75,48,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,-9,7,-2,1005,1014,1010.3,4,29,29,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
11/13/2010,78,54,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-9,8,0,1004,1012,1009.29,4,33,33,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
11/14/2010,78,52,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,9,-1,1003,1012,1008.9,4,32,32,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
11/15/2010,75,54,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,-9,8,-1,1001,1010,1007.07,4,23,23,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
11/16/2010,66,51,58.5,58.5,58.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,-10,8,1,999,1014,1005.69,4,30,30,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
11/17/2010,65,56,60.5,60.5,60.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,-9,7,-1,1001,1010,1006.12,4,23,23,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
11/18/2010,64,55,59.5,59.5,59.5,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,-3,10,2,1002,1010,1007.02,4,20,20,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
11/19/2010,62,58,60,60,60,5,5,5,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,-5,14,4,1001,1010,1006.95,5,24,24,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
11/20/2010,63,54,58.5,58.5,58.5,6.5,6.5,6.5,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,-3,14,4,999,1008,1004.82,4,27,27,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
11/21/2010,61,51,56,56,56,9,9,9,0,0,0,0.16,0.16,0.16,0,0,0,0,0,0,4,15,9,997,1006,1002.87,7,35,35,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
11/22/2010,60,45,52.5,52.5,52.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,998,1006,1003.47,4,24,24,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
11/23/2010,60,47,53.5,53.5,53.5,11.5,11.5,11.5,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,1,12,6,1001,1008,1005.09,4,29,29,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
11/24/2010,60,49,54.5,54.5,54.5,10.5,10.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,1001,1009,1005.52,9,29,29,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
11/25/2010,62,42,52,52,52,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,16,9,1003,1010,1007.02,9,34,34,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
11/26/2010,68,45,56.5,56.5,56.5,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,18,8,1004,1011,1007.85,9,47,47,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
11/27/2010,61,42,51.5,51.5,51.5,13.5,13.5,13.5,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,-3,15,7,1004,1011,1008.26,5,61,61,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
11/28/2010,60,48,54,54,54,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-8,12,3,1002,1012,1009.11,4,36,36,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
11/29/2010,62,43,52.5,52.5,52.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,-1,15,5,1002,1011,1008.16,4,34,34,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
11/30/2010,68,42,55,55,55,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4,17,7,1004,1011,1007.94,7,30,30,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
12/01/10,69,49,59,59,59,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-5,12,5,1002,1010,1007.36,6,32,32,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
12/02/10,71,47,59,59,59,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-17,12,-2,1005,1012,1009.16,4,33,33,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
12/03/10,69,49,59,59,59,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-7,11,-2,1005,1014,1010.33,4,20,20,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
12/04/10,64,52,58,58,58,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,1003,1011,1008.37,7,29,29,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
12/05/10,68,51,59.5,59.5,59.5,5.5,5.5,5.5,0,0,0,0.28,0.28,0.28,0,0,0,0,0,0,1,12,6,1002,1013,1009.82,4,33,33,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
12/06/10,64,52,58,58,58,7,7,7,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,1,10,4,1004,1012,1008.55,4,25,25,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
12/07/10,74,48,61,61,61,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,1003,1011,1008.31,4,22,22,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
12/08/10,69,48,58.5,58.5,58.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,-2,10,5,1003,1011,1008,4,24,24,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
12/09/10,65,50,57.5,57.5,57.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,3,15,8,1001,1011,1007.88,4,36,36,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
12/10/10,68,52,60,60,60,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,14,7,999,1008,1005.29,5,29,29,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
12/11/10,72,54,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,1001,1009,1006.26,5,29,29,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
12/12/10,83,67,75,75,75,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,6,13,9,1003,1010,1007.62,6,35,35,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
12/13/2010,78,53,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,4,15,9,1002,1011,1007.79,5,35,35,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
12/14/2010,59,53,56,56,56,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,17,9,1002,1010,1006.45,5,35,35,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
12/15/2010,60,55,57.5,57.5,57.5,7.5,7.5,7.5,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,4,11,6,999,1007,1004.57,5,21,21,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
12/16/2010,61,54,57.5,57.5,57.5,7.5,7.5,7.5,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,2,16,8,997,1006,1003.16,4,30,30,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
12/17/2010,58,53,55.5,55.5,55.5,9.5,9.5,9.5,0,0,0,0.48,0.48,0.48,0,0,0,0,0,0,5,14,8,997,1006,1002.55,6,27,27,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
12/18/2010,62,57,59.5,59.5,59.5,5.5,5.5,5.5,0,0,0,1.4,1.4,1.4,0,0,0,0,0,0,8,14,11,999,1006,1004.09,10,42,42,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
12/19/2010,63,57,60,60,60,5,5,5,0,0,0,2.23,2.23,2.23,0,0,0,0,0,0,8,14,11,999,1009,1004.62,11,35,35,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
12/20/2010,62,55,58.5,58.5,58.5,6.5,6.5,6.5,0,0,0,1.17,1.17,1.17,0,0,0,0,0,0,2,19,14,999,1008,1005.81,4,61,61,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
12/21/2010,58,53,55.5,55.5,55.5,9.5,9.5,9.5,0,0,0,0.72,0.72,0.72,0,0,0,0,0,0,9,15,11,998,1008,1004.28,9,40,40,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
12/22/2010,62,54,58,58,58,7,7,7,0,0,0,1.36,1.36,1.36,0,0,0,0,0,0,8,19,13,999,1010,1003.9,14,65,65,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
12/23/2010,63,52,57.5,57.5,57.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,10,18,14,997,1009,1006.55,16,73,73,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
12/24/2010,66,49,57.5,57.5,57.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,19,15,1002,1010,1006.43,15,48,48,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
